EL AIBAL,['3705']
EL ASUSTADO,['3705']
EL DESIERTO,['3705']
EL ESPINILLO,['3703']
EL PINTADO,['3705']
EL QUEBRACHAL,['3705']
EL RECREO,['3705']
EL SAUZAL,['3705']
EL SAUZALITO,['3704']
EL SIMBOLAR,['3705']
EL VISCACHERAL,['3705']
ESTANCIA LOMA ALTA,['3705']
EX FORTIN ARENALES,['3705']
EX FORTIN COMANDANTE FRIAS,['3705']
EX FORTIN LAVALLE,['3705']
EX FORTIN PEREZ MILLAN,['3705']
EX FORTIN WILDE,['3705']
EX FORTIN ZELAYA,['3705']
FORTIN LAVALLE,['3703']
FUERTE ESPERANZA,['3705']
JUAN JOSE CASTELLI,['3705']
KILOMETRO 184,['3620']
KILOMETRO 40,['3705']
LA ARMONIA,['3705']
LA CAÑADA,['3705']
LA COSTOSA,['3705']
LA ENTRADA,['3705']
LA ESTACION,['3705']
LA FIDELIDAD,['3705']
LA FLOJERA,['3705']
LA GRINGA,['3705']
LA INVERNADA,['3705']
LA LIBERTAD,['3705']
LA MEDIA LUNA,['3705']
LA MORA,['3705']
LA SALTARINA,['3705']
LA ZANJA,['3705']
LAS BLANCAS,['3705']
LAS HACHERAS,['3705']
LAS MARAVILLAS,['3705']
LAS VERTIENTES,['3705']
LOS BARRILES,['3705']
LOS PORONGOS,['3705']
LOS QUIRQUINCHOS,['3705']
LOS TUNALES,['3705']
LOTE OCHO,['3705']
MANANTIALES,['3705']
MIRAFLORES,['3705']
MIRAMAR,['3705']
MISION ANGELICANA,['3705']
MISION NUEVA POMPEYA,['3705']
MOLLE MARCADO,['3705']
MONTE CASEROS,['3705']
NUEVA POBLACION,['3705']
NUEVA UNION,['3705']
PALO MARCADO,['3705']
PAMPA CASTRO,['3705']
PAMPA EL SILENCIO,['3705']
PAMPA LOS BEDOGNI,['3705']
PAMPA MACHETE,['3705']
PAMPA TOLOSA CHICA,['3705']
PAMPA TOLOSA GRANDE,['3705']
PARAJE EL COLCHON,['3705']
PARAJE EL COLORADO,['3705']
PASO DE LOS LIBRES,['3705']
POZO DE LA LINEA,['3705']
POZO DE LA MULA,['3705']
POZO DE LA PAVA,['3705']
POZO DE LA TUNA,['3705']
POZO DE LAS GARZAS,['3705']
POZO DE LOS SURIS,['3705']
POZO DEL CINCUENTA,['3705']
POZO DEL GATO,['3705']
POZO DEL GRIS,['3705']
POZO DEL MOLLE,['3705']
POZO DEL NEGRO,['3705']
POZO DEL TALA,['3705']
POZO DEL TIGRE,['3705']
POZO DEL TORO,['3705']
POZO EL CHAÑAR,['3705']
POZO LA BREA,['3705']
POZO LA OSCA,['3705']
POZO NAVAGAN,['3621']
PUERTO LAVALLE,['3705']
PUERTO URQUIZA,['3705']
REDUCC SAN BERNARDO DE VERTIZ,['3705']
REDUCCION DE LA CANGAYE,['3705']
ROSALES,['3705']
SAN JUANCITO,['3705']
SAN LORENZO,['3705']
SANTA RITA,['3705']
SANTO DOMINGO,['3705']
SOL DE MAYO,['3705']
TARTAGAL,['3705']
TOLDERIAS,['3705']
TRES POZOS,['3705']
VILLA RIO BERMEJITO,['3703']
WICHI,['3702']
ZAPARINQUI,['3705']
AVIA TERAI,['3706']
CAMPO LARGO,['3716']
CNIA AGRICOLA PAMPA NAPENAY,['3706']
COLONIA JOSE MARMOL,['3700']
COLONIA MALGRATTI,['3716']
COLONIA MARIANO SARRATEA,['3706']
EL CATORCE,['3706']
FORTIN LAS CHUÑAS,['3716']
LA FLECHA,['3716']
LOTE 34,['3706']
MALBALAES,['3701']
NAPENAY,['3706']
PAMPA DEL REGIMIENTO,['3706']
PAMPA OCULTA,['3716']
CAMPO DE LA CHOZA,['3514']
CAMPO ECHEGARAY,['3514']
COLONIA CODUTTI,['3505']
COLONIA ECHEGARAY,['3514']
COLONIA LUCINDA,['3505']
COLONIA POPULAR,['3505']
CORONEL AVALOS,['3505']
FORTIN CARDOSO,['3513']
GENERAL DONOVAN,['3514']
GENERAL OBLIGADO,['3513']
KILOMETRO 501,['3513']
KILOMETRO 519,['3513']
LA CHOZA,['3513']
LA EVANGELICA,['3505']
LA LUCINDA,['3505']
LA NEGRA,['3505']
LA RAQUEL,['3505']
LAGUNA BELIGAY,['3505']
LAGUNA BLANCA,['3514']
PUERTO BASTIANI,['3505']
PUERTO TIROL,['3521']
RIO ARAZA,['3514']
VILLA JALON,['3505']
10 DE MAYO,['3705']
CAMPO EL BERMEJO,['3509']
CAMPO WINTER,['3509']
CIERVO PETISO,['3515']
COLONIA BERMEJO,['3509']
COLONIA CORONEL DORREGO,['3511']
COLONIA EL CIERVO,['3509']
COLONIA EL FISCAL,['3509']
COLONIA LA FILOMENA,['3509']
COLONIA PUEBLO VIEJO,['3531']
COLONIA RODRIGUEZ PEÑA,['3511']
COLONIA SABINA,['3509']
COLONIA SIETE ARBOLES,['3509']
COLONIA TRES LAGUNAS,['3509']
CUARTA LEGUA 14,['3531']
EL PERDIDO,['3509']
GENERAL JOSE DE SAN MARTIN,['3509']
KILOMETRO 39,['3509']
KILOMETRO 42,['3509']
KILOMETRO 48,['3509']
KILOMETRO 59,['3509']
KILOMETRO 62,['3509']
LA EDUVIGIS,['3648']
LAGUNA LIMPIA,['3515']
LOMA FLORIDA,['3509']
LOS POZOS,['3511']
PAMPA ALMIRON,['3507']
PAMPA CHICA,['3509']
PAMPA DEL INDIO,['3531']
PAMPA LARGA,['3509']
PARAJE LAS TABLAS,['3509']
PRESIDENCIA ROCA,['3511']
PUERTO ZAPALLAR,['3509']
SANTOS LUGARES,['3531']
SELVAS DEL RIO DE ORO,['3507']
VENEZUELA,['3509']
VILLA DOS,['3509']
ALELOY,['3703']
CABAÑARO PASAJE,['3703']
COLONIA ALELAY,['3703']
COLONIA VELEZ SARSFIELD,['3703']
EL BOQUERON,['3703']
EL CUARENTA Y SEIS,['3703']
EL DESTIERRO,['3703']
EL PALMAR  TRES ISLETAS,['3703']
EL TREINTA Y SEIS,['3703']
KILOMETRO 841,['3703']
KILOMETRO 855 ESTACION,['3703']
KILOMETRO 884,['3703']
LA MATANZA,"['3531', '3703']"
LA POBLADORA,['3703']
NTRA SEÑORA DE LA CONCEPCION,['3703']
PAMPA AGUARA,['3703']
PAMPA ALELAI,['3703']
PAMPA EL 11,['3703']
PAMPA EL 12,['3703']
PAMPA FLORIDA,['3703']
PAMPA VARGAS,['3705']
TRES ISLETAS,['3703']
TRES NACIONES,['3703']
AVANZADA,['3540']
COLONIA EL TIGRE,['3541']
COLONIA JUAN JOSE PASO,['3540']
COLONIA LA AVANZADA,['3540']
COLONIA LAS AVISPAS,['3540']
COLONIA LOS GANZOS,['3540']
COLONIA LOTE 10,['3540']
COLONIA LOTE 12,['3543']
COLONIA LOTE 3,['3543']
CORONEL DU GRATY,['3541']
EL ESQUINERO,['3543']
EL ÑANDUBAY,['3541']
EL PORVENIR,['3543']
ENRIQUE URIEN,['3544']
FORTIN POTRERO,['3540']
LA MANUELA,['3540']
LA ÑATA,['3540']
LA NUEVA,['3540']
LA OFELIA,['3540']
LA SUIZA,['3540']
LA TAPERA,['3540']
LA VIRUELA,['3540']
LAS GOLONDRINAS,['3540']
LAS GOLONDRINAS SUR,['3540']
LAS MORERAS,['3540']
LOS GANSOS,['3540']
LOTE 10,"['3540', '3701']"
LOTE 12,['3543']
MESON DE FIERRO,['3729']
PUEBLO CLODOMIRO DIAZ,['3540']
TRES BOLICHES,['3540']
TUCURU,['3540']
VILLA ANGELA,['3540']
ALMIRANTE BROWN,['3701']
COLONIA MATHEU,['3540']
FORTIN TOTORALITA LUGAR HISTOR,['3701']
LA CHACO,['3701']
LA CLOTILDE,['3725']
LA TIGRA,['3701']
LAS CUATRO BOCAS,['3701']
MALBALAES LOTE 45 Y 46,['3701']
PAMPA DE LAS FLORES,['3701']
SAN BERNARDO,['3726']
BOCAS,['3536']
COLONIA CORONEL BRANDSEN,['3536']
COLONIA HERRERA,['3536']
COLONIA HIPOLITO VIEYTES,['3536']
COLONIA SANTA ELENA,['3536']
CORONEL BRANDSEN,['3536']
CUATRO ARBOLES,['3536']
CURANDU,['3536']
EL CURUNDU,['3536']
EL RAIGONAL,['3536']
FORTIN AGUILAR,['3536']
FORTIN CHAJA,['3536']
GUAYAIBI,['3536']
LAS BANDERAS,['3536']
LOTE 4 COLONIA PASTORIL,['3536']
MARTINEZ DE HOZ,['3536']
PASO DEL OSO,['3536']
PRESIDENCIA DE LA PLAZA,['3536']
ALDEA FORESTAL,['3530']
CAMPO FELDMAN,['3530']
COLONIA EL PARAISAL,['3530']
COLONIA GENERAL PAZ,['3530']
COLONIA PUENTE URIBURU,['3530']
CUATRO BOCAS,['3530']
EL TACURUZAL,['3530']
EL ZANJON,['3530']
LOTE 4 QUITILIPI,['3530']
LOTE 43 ESCUELA 250,['3530']
PAMPA LA PELIGROSA,['3530']
PAMPA LEGUA CUATRO,['3530']
PAMPA VERDE,['3531']
PICADITAS,['3530']
QUITILIPI,['3530']
REDUCCION NAPALPI,['3530']
VILLA EL PALMAR,['3530']
BARRANQUERAS,['3503']
BASAIL,['3516']
CACUI,['3514']
CAMPO DE GALNASI,['3501']
COLONIA BARANDA,['3505']
COLONIA FLORENCIA,['3500']
COLONIA PALMIRA,['3500']
COLONIA PUENTE PHILIPON,['3514']
COLONIA TACUARI,['3516']
EL BAÑADO,['3516']
ESTANCIA LA AURORA,['3500']
FONTANA,['3514']
LA COLONIA,['3500']
LA GANADERA,['3505']
LA ISLA,['3503']
LA LIGURIA,['3501']
LA PALOMETA,['3505']
LAS MERCEDES,['3516']
LIVA,['3514']
LOS ALGARROBOS,['3505']
LOS PALMARES,['3516']
MARIA SARA,['3505']
PARALELO 28,['3516']
PUENTE PALOMETA,['3505']
PUERTO VICENTINI,['3514']
PUERTO VILELAS,['3512']
RESISTENCIA,"['3500', '3502', '3504', '3506', '3508']"
TIGRE,['3500']
TROPEZON,['3500']
VICENTINI,['3514']
VILLA ALTA,['3500']
VILLA BARBERAN,['3500']
VILLA EL DORADO,['3500']
VILLA FORESTACION,['3503']
VILLA JUAN DE GARAY,['3500']
VILLA LIBERTAD,['3500']
VILLA PARANACITO,['3500']
VILLA SARMIENTO,['3514']
KILOMETRO 525,['3545']
KILOMETRO 530,['3545']
LOTE 17,['3543']
LOTE 18 POZO COLORADO,['3545']
LOTE 24,['3543']
LOTE 25,['3543']
LOTE 7,['3543']
LOTE 8,['3543']
SAMUHU,['3543']
VILLA BERTHET,['3545']
CAPITAN SOLARI,['3515']
COLONIA ELISA,['3515']
COLONIAS UNIDAS,['3532']
INGENIERO BARBET,['3515']
KILOMETRO 575,['3515']
KILOMETRO 602,['3515']
LA DIFICULTAD,['3515']
LA PASTORIL,['3517']
LAS GARCITAS,['3533']
SALTO DE LA VIEJA,['3515']
ARBOL SOLO,['3513']
CHARADAI,['3513']
COTE LAI,['3513']
EL TUPI KILOMETRO 474,['3513']
ESTANCIA EL SABALO,['3513']
ESTERO REDONDO,['3513']
HAUMONIA,['3543']
HORQUILLA,['3543']
INVERNADA,['3543']
KILOMETRO 443,['3513']
KILOMETRO 474,['3513']
KILOMETRO 498,['3543']
KILOMETRO 520,['3543']
KILOMETRO 53,['3543']
LA SABANA,['3513']
LA VICUÑA,['3513']
LAS TOSCAS,['3513']
LOTE 1,['3543']
LOTE 15 LA SABANA,['3513']
LOTE 23 SAMUHU,['3543']
LOTE 9,['3513']
MACOMITAS,['3513']
OBRAJE LA VICUÑA,['3513']
PUESTO COCHERI,['3513']
PUESTO MENDIZABAL,['3513']
RIO TAPENAGA,['3513']
ARROYO VERDE,['8532']
BAHIA CRACHER,['9120']
BAJO BARTOLO,['9121']
BAJO DEL GUALICHO,['9121']
BAJO LAS DAMAJUANAS,['9121']
CALETA VALDEZ,['9121']
EL DESEMPEÑO,['9120']
EL PASTIZAL,['9121']
EL PIQUILLIN,['9121']
EL QUILIMUAY,['9121']
EL RUANO,['9121']
EL SALITRAL,['9121']
EMPALME PUERTO LOBOS,['8532']
LA CORONA,['9121']
LA ROSILLA,['9121']
LARRALDE,['9121']
LORETO,['9121']
MEDANOS,['9121']
PUERTO LOBOS,['8532']
PUERTO MADRYN,['9120']
PUERTO PIRAMIDES,['9121']
PUERTO SAN ROMAN,['9121']
PUNTA BAJOS,['9121']
PUNTA DELGADA,['9121']
PUNTA NORTE,['9121']
PUNTA QUIROGA,['9120']
SALINAS CHICAS,['9121']
SALINAS GRANDES,['9121']
SAN JOSE,['9121']
SIERRA CHICA,['9121']
BUENOS AIRES CHICO,['9210']
CAÑADON CALIENTE,['9213']
CAÑADON GRANDE,['9213']
CERRO FOFOCAHUEL,['9213']
CERRO RADAL,['8430']
CHOLILA,['9217']
COLONIA CUSHAMEN,['9213']
COSTA CHUBUT,['9210']
COSTA DEL LEPA,['9201']
CUSHAMEN,['9212']
EL CAJON,['9217']
EL COIHUE,['9211']
EL HOYO,['9211']
EL MAITEN,['9210']
EL MIRADOR,['9201']
EL TURBIO,['9210']
EPUYEN,['9211']
FITHEN VERIN,['9210']
FITIRHUIN,['9210']
FOFO CAHUEL,['9213']
GUALJAINA,['9202']
ING BRUNO J THOMAE,['9210']
LA CANCHA,"['9039', '9200']"
LA CASTELLANA,['9111']
LA LANCHA,['9200']
LAGO CARLOS PELLEGRINI,['9217']
LAGO LEZANA,['9217']
LAGO PUELO,['9211']
LAS GOLONDRINAS,['8431']
LELEQUE,['9217']
ÑORQUINCO SUD,['8415']
RANQUIL HUAO,['9213']
SIEMPRE VIVA,['9213']
TRES PICOS,['9220']
VILLA LAGO RIVADAVIA,['9217']
BAHIA BUSTAMANTE,['9111']
BAHIA SOLANO,['9003']
BARRIO ASTRA,['9003']
CALETA CORDOVA,['9003']
CAÑADON FERRAIS,['9001']
CAÑADON LAGARTO,['9009']
CAÑADON LOPEZ,['9009']
CAÑADON PEDRO EX VALLE HERMOSO,['9009']
COMODORO RIVADAVIA,"['9000', '9002', '9003', '9004', '9005', '9006', '9008', '9009', '9010']"
EL TREBOL,['9000']
EMPALME A ASTRA,['9003']
HOLDICH,['9009']
KILOMETRO 11,['9000']
LA SALAMANCA,['9007']
MANANTIALES BEHR,['9000']
PAMPA DEL CASTILLO,['9000']
PAMPA PELADA,['9007']
PAMPA SALAMANCA,['9000']
PICO SALAMANCA,['9000']
RADA TILLY,['9001']
RIO CHICO,['9000']
SIERRA CUADRADA,['9007']
SIERRA OVERA CHICAS Y GRANDES,['9007']
CABO RASO,['9111']
CAMARONES,['9111']
DOS POZOS,['9100']
EL JAGUEL,['9111']
FLORENTINO AMEGHINO,['9100']
GARAYALDE,['9111']
MALASPINA,['9111']
RUTA 3 KILOMETRO 1646,['9111']
RUTA 3 KILOMETRO 1711,['9111']
SIERRA COLORADA,['9111']
UZCUDUN,['9100']
ALDEA ESCOLAR,['9203']
ARROYO PERCY,['9203']
ARROYO PESCADO,['9200']
CACHEL,['9201']
CERRO CENTINELA,['9203']
CERRO MALLACO,['9200']
CHACRA DE AUSTIN,['9200']
COLONIA 16 DE OCTUBRE,['9200']
CORCOVADO,['9204']
EL BOQUETE,['9210']
ESQUEL,['9200']
FUTALEUFU,['9203']
LAGO RIVADAVIA,['9217']
LAGO ROSARIO,['9203']
LAGO VERDE,['9225']
LAGUNA TERRAPLEN,['9200']
LEGUA 24,['9203']
LOS CIPRESES,['9203']
MALLIN GRANDE CORCOVADO,['9121']
MATUCANA,['9200']
MAYOCO,['9200']
NAHUEL PAN ESTACION FCGR,['9200']
PARQUE NACIONAL LOS ALERCES,['9201']
RIO CORINTO,['9203']
SIERRA DE TECKA,['9200']
SUNICA,['9200']
TREVELIN,['9203']
VALLE FRIO,['9203']
VILLA FUTALAUFQUEN,['9200']
28 DE JULIO,['9107']
ANGOSTURA,['9105']
ANGOSTURA SEGUNDA,['9105']
BETESTA,['9105']
BOCA DE LA ZANJA,['9107']
BOCA ZANJA SUD,['9107']
BRYN BROWN,['9105']
BRYN GWYN,['9105']
CABAÑA DEL VALLE,['9105']
CAMPAMENTO VILLEGAS,['9107']
DIQUE FLORENTINO AMEGHINO,['9101']
DOLAVON,['9107']
EBENECER,['9107']
EL ARGENTINO,['9105']
GAIMAN,['9105']
GLASFRYN,['9105']
LOMA REDONDA,['9105']
MAESTEG,['9105']
TOMA DE LOS CANALES,['9107']
TREORKI,['9105']
VALLE DEL RIO CHUBUT,['9121']
VALLE LOS MARTIRES,['9105']
VILLA INES,['9105']
AGUADA DEL PITO,['9121']
BAJADA MORENO,['9121']
BLANCUNTRE,['9121']
CARHUE NIYEO,['9121']
CERRO SANTA ANA,['9100']
COLELACHE,['9121']
EL CHACAY,['9121']
EL ESCORIAL,['9121']
EL PORTEZUELO,['9201']
GASTRE,['9121']
LAGUNITA SALADA,['9121']
PIRRE MAHUIDA,['9121']
SACANANA,['9121']
TAQUETREN,['9201']
CARRENLEUFU,['9201']
COLAN CONHUE,['9201']
COLONIA EPULEF,['9201']
EL CRONOMETRO,['9201']
EL CUCHE,['9201']
EL KAQUEL,['9201']
EL MOLLE,['9220']
EL POYO,['9201']
ESTANCIA LA MIMOSA,['9201']
ESTANCIA PAMPA CHICA,['9201']
LANGUIÑEO,['9201']
LAS SALINAS,['9201']
MALLIN BLANCO,['9201']
PAMPA DE AGNIA,['9201']
PAMPA TEPUEL,['9201']
PASO DEL SAPO,['9201']
PIEDRA PARADA,['9201']
POCITOS DE QUICHAURA,['9201']
TECKA,['9201']
VALLE DEL TECKA,['9201']
VALLE GARIN,['9201']
VALLE HONDO,['9221']
ALTO DE LAS PLUMAS,['9101']
CABEZA DE BUEY,['9101']
EL MIRASOL,['9101']
LAGUNA GRANDE,['9107']
LAS CHAPAS,['9107']
LAS PLUMAS,['9101']
ARROYO GUILAIA,['9207']
CAJON DE GINEBRA CHICO,['9201']
CAJON DE GINEBRA GRANDE,['9201']
CAÑADA BAGUAL,['9207']
CERRO CONDOR,['9207']
CERRO LONCO TRAPIAL,['9201']
EL CALAFATE,['9201']
EL CANQUEL,['9207']
EL CHALET,['9207']
EL PAJARITO,['9201']
EL SOMBRERO,['9207']
LA BOMBILLA,['9207']
LA PRIMAVERA,['9201']
LAGUNA RINCON DEL MORO,['9207']
LAS CORTADERAS,['9207']
LAS HORQUETAS,['9207']
LOS ALTARES,['9207']
LOS MANANTIALES,['9207']
PASO DE INDIOS,['9207']
SIERRA NEVADA PASO DE INDIOS,['9207']
TORO HOSCO,['9207']
BAJO DE LOS HUESOS,['9103']
BASE AERONAVAL ALMIRANTE IRIZA,['9101']
CASA BLANCA,"['9103', '9220']"
CHARQUE CHICO,['9103']
PLAYA UNION,['9103']
PUENTE HENDRE,['9101']
PUNTA NINFAS,['9103']
RAWSON,['9103']
SOL DE MAYO,['9103']
TRELEW,"['9100', '9102']"
ALDEA APELEG,['9033']
ALDEA BELEIRO,['9037']
ALTO RIO MAYO,['9037']
ALTO RIO SENGUER,['9033']
ARROYO CHALIA,['9035']
ARROYO GATO,['9033']
BAJO LA CANCHA,['9031']
DOCTOR RICARDO ROJAS,['9035']
EL COITE,['9033']
EL PORVENIR,['9033']
EL TRIANA,['9037']
FACUNDO,['9031']
HITO 45,['9039']
HITO 50,['9039']
LA LAURITA,['9033']
LA NICOLASA,['9039']
LA PEPITA,['9033']
LA SIBERIA,['9039']
LAGO BLANCO,['9039']
LAGO FONTANA,['9033']
LOS TAMARISCOS,['9031']
PASO MORENO,['9033']
PASTOS BLANCOS,['9033']
RIO FRIAS,['9033']
RIO MAYO,['9030']
SIERRA NEVADA BUEN PASTO,['9023']
VALLE HUEMULES,['9039']
ARROYO QUILLA,['9020']
BUEN PASTO,['9023']
CAÑADON CARRIL,['9020']
CAÑADON TACHO,['9020']
COLHUE HUAPI,['9021']
COLONIA GERMANIA,['9020']
COSTA RIO CHICO,['9020']
ENRIQUE HERMITTE,['9020']
KILOMETRO 191,['9020']
LAGO MUSTERS,['9023']
LAGUNA DEL MATE,['9020']
LAGUNA PALACIO,['9020']
LAS PULGAS,['9020']
MANANTIAL GRANDE,['9020']
PASO DE TORRES,['9020']
SARMIENTO,['9020']
SIERRA CORRIENTES,['9020']
SIERRA VICTORIA,['9020']
VALLE HERMOSO,['9020']
ALTO RIO PICO,['9225']
ARENOSO,['9225']
CAÑADON CHACAY,['9223']
CAÑADON LA MADERA,['9220']
CERRO NEGRO,['9220']
CORRALITOS,['9220']
EL CHERQUE,['9223']
EL SHAMAN,['9223']
EL TROPEZON,['9220']
ESTANCIA NUEVA LUBECKA,['9227']
FRONTERA DE RIO PICO,['9225']
GOBERNADOR COSTA,['9223']
HITO 43,['9225']
JOSE DE SAN MARTIN,['9220']
LAGO PAZ,['9225']
LAGO VINTTER,['9225']
LAGUNA BLANCA,['9220']
LAGUNA VERDE,['9220']
LAS MULAS,['9225']
LAS PAMPAS,['9225']
LENZANILLEO,['9220']
LOS CORRALITOS,['9220']
MATA GRANDE,['9220']
NIRIGUAO,['9223']
NIRIGUCE PAMPA,['9223']
PIEDRA SHOTEL,['9227']
PUTRACHOIQUE,['9223']
RIO PICO,['9225']
AGUADA DE LAS TEJAS,['9121']
BAJADA DEL DIABLO,['9101']
CAÑADON BAGUAL,['9121']
CAÑADON BLANCO,['9121']
CAÑADON CHILENO,['9121']
CATAYCO,['9121']
CERRO PICHALAO,['9120']
CHACAY ESTE,['9121']
CHACAY OESTE,['9121']
CHASICO,['9121']
EL ALAMO,['9121']
ESTANCIA EL MORO,['9121']
GAN GAN,['9121']
LAGUNA DE VACAS,['9121']
LAGUNA FRIA,['9121']
MALLIN GRANDE,['9121']
PAINALUF,['9121']
SEPRUCAL,['9121']
SIERRA CHATA,['9121']
SIERRA ROSADA,['9121']
TALAGAPA,['9121']
TATUEN,['9121']
TELSEN,['9121']
ALTO DEL TALA,['5295']
AMBOY,['5199']
ARROYO SAN ANTONIO,['5859']
ARROYO SANTANA,['5819']
ARROYO SECO,['5196']
ARROYO TOLEDO,['5819']
ATOS PAMPA,['5194']
ATUMI PAMPA,['5196']
BAJO DEL CARMEN,['5189']
CALMAYO,['5191']
CAMPO SAN ANTONIO,['5821']
CAÑADA DE ALVAREZ,['5819']
CAÑADA DE LAS CHACRAS,['5199']
CAÑADA DEL DURAZNO,['5196']
CAÑADA DEL SAUCE,['5817']
CAÑADA DEL TALA,"['5244', '5859']"
CARAHUASI,['5196']
CERRO BLANCO,['5191']
CERRO COLORADO,"['5243', '5821']"
CERRO SAN LORENZO,['5821']
CERROS ASPEROS,['5859']
CNIA VACACIONES DE EMPLEADO,['5857']
COLONIA ALEMANA,['5196']
COLONIA LA CALLE,['5196']
DOS ARROYOS,['5189']
EL CARMEN,"['2550', '5197']"
EL MANANTIAL,"['5819', '5873']"
EL PARADOR DE LA MONTAÑA,['5196']
EL PORTEZUELO,['5196']
EL QUEBRACHO,"['5101', '5218', '5249', '5854']"
EL SAUCE,"['5196', '5289']"
EL TORREON,['5864']
EMBALSE,"['5856', '5858']"
FABRICA MILITAR,"['5189', '5900']"
FALDA DE LOS REARTES,['5189']
LA CALERA,"['5151', '5218', '5297', '5813', '5819']"
LA CASCADA,['5845']
LA CHOZA,['5196']
LA CRUZ,"['5249', '5859']"
LAS BAJADAS,['5851']
LAS CALERAS,['5819']
LAS HIGUERITAS,"['5186', '5199']"
LAS PEÑAS NORTE,['5823']
LAS SIERRITAS,['5199']
LOMA REDONDA,['5299']
LOS CERROS NEGROS,['5821']
LOS COCOS,"['5182', '5246', '5821']"
LOS CONDORES,['5823']
LOS MOLINOS,['5148']
LOS REARTES,['5194']
LUTTI,['5859']
MAR AZUL,['5199']
MODESTO ACUÑA,['5823']
MONSALVO,['5851']
PASO SANDIALITO,['5819']
PERMANENTES,"['5801', '5821']"
POTRERO DE LUJAN,['5191']
PUESTO MULITA,['5189']
RINCON DE LUNA,['5197']
RIO DE LOS SAUCES,"['5221', '5821']"
RIO DEL DURAZNO,['5197']
RIO GRANDE AMBOY,['5197']
RODEO DE LOS CABALLOS,['5821']
RODEO LAS YEGUAS,['5821']
SAN AGUSTIN,['5191']
SAN IGNACIO,"['5182', '5199', '5248']"
SAN ROQUE,"['5149', '5199', '5227', '5870']"
SANTA MONICA,['5197']
SANTA ROSA DE CALAMUCHITA,['5196']
SARLACO,['5196']
SEGUNDA USINA,['5857']
SIERRA BLANCA,['5819']
SIERRAS MORENAS,['5189']
SOCONCHO,['5191']
SOLAR LOS MOLINOS,['5189']
TALA CRUZ,['5859']
TERCERA,['5189']
TIGRE MUERTO,['5859']
UNIDAD TURISTICA EMBALSE,['5857']
USINA NUCLEAR EMBALSE,['5859']
VALLE DORADO,['5864']
VILLA AGUADA DE LOS REYES,['5857']
VILLA ALPINA,['5194']
VILLA AMANCAY,['5199']
VILLA BERNA,['5194']
VILLA CIUDAD PQUE LOS REARTES,['5189']
VILLA DEL DIQUE,['5862']
VILLA DEL PARQUE,"['5864', '5903']"
VILLA DEL TALA,['5859']
VILLA EL CORCOVADO,['5197']
VILLA EL TORREON,['5199']
VILLA GENERAL BELGRANO,['5194']
VILLA LA COBA,['5819']
VILLA LAGO AZUL,['5199']
VILLA NATURALEZA,['5864']
VILLA QUILLINZO,['5859']
VILLA RUMIPAL,['5864']
VILLA SAN JAVIER,['5199']
VILLA SIERRAS DEL LAGO,['5857']
VILLA YACANTO,['5197']
VISTA ALEGRE,['5197']
CORDOBA,"['5000', '5001', '5002', '5003', '5004', '5005', '5006', '5008', '5009', '5010', '5011', '5012', '5013', '5014', '5016', '5017', '5018', '5019', '5020', '5021', '5022', '5023']"
EL CARMEN GUIÑAZU,['5019']
EL CHINGOLO,['5019']
EL OCHENTA,['5020']
EL QUEBRACHAL,['5012']
HARAS SANTA MARTHA,['5123']
KILOMETRO 25 LA CARBONADA,['5020']
KILOMETRO 679,['5020']
KILOMETRO 680 RUTA 9,['5020']
KILOMETRO 692,['5020']
KILOMETRO 730,['5019']
RECREO VICTORIA,['5019']
VILLA ESQUIU,['5012']
VILLA MIREA,['5020']
VILLA POSSE,['5020']
ABBURRA,['5220']
AGUA DE ORO,"['5107', '5248']"
AGUASACHA,['5221']
ALTO DE CASTILLO,['5145']
ANIMI,['5107']
ASCOCHINGA,['5117']
AUGUSTO VANDERSANDE,['5145']
BAJO CHICO BAJO GRANDE,['5101']
BARRIO LOZA,['5111']
BELEN,['5220']
CABANA,['5115']
CALERA CENTRAL,['5151']
CAMPAMENTO MINNETTI,['5149']
CAMPO BOURDICHON,['5149']
CAÑADA SAN ANTONIO,['5131']
CANDONGA,['5111']
CANTERAS EL MANZANO,['5107']
CANTERAS EL SAUCE,['5107']
CANTERAS LA CALERA,['5151']
CAROYA,['5223']
CASA BAMBA,['5151']
COLONIA CAROYA,['5223']
COLONIA HOLANDESA,['5131']
COLONIA TIROLESA,['5101']
COLONIA VICENTE AGUERO,['5221']
COLUMBO,['5220']
DOLORES NUÑEZ DEL PRADO,['5131']
DUMESNIL,['5149']
EL ALGODONAL,['5107']
EL DIQUECITO,['5151']
EL ESPINILLO,['5131']
EL GATEADO,['5101']
EL MANZANO,['5114']
EL MOLINO,"['5214', '5220']"
EL PASTOR,['5151']
EL PAYADOR,['5151']
EL PUEBLITO,"['5103', '5875']"
EL QUEBRACHITO,['5109']
EL REYMUNDO,['5220']
EL TALAR,['5107']
EL TOMILLO,['5149']
EL ZAINO,['5149']
ESPINILLO NUÑEZ DEL PRADO,['5131']
EST JUAREZ CELMAN,['5145']
ESTACION CAROYA,['5220']
ESTACION COLONIA TIROLESA,['5131']
ESTACION GENERAL PAZ,['5145']
ESTANCIA EL CARMEN,['5131']
ESTANCIA LAS CAÑAS,['5131']
GENERAL ORTIZ DE OCAMPO,['5151']
HIGUERIAS,['5131']
JESUS MARIA,['5220']
JUAREZ CELMAN,['5144']
KILOMETRO 25,['5107']
